T04n0192_p0001a01_##<mj>
T04n0192_p0001a02N##No. 192
T04n0192_p0001a03J##[01]佛所行讚卷第一[02](亦云佛本行經)
T04n0192_p0001a04_##
T04n0192_p0001a05A##[03]馬鳴菩薩[04]造
T04n0192_p0001a06Y##北涼天竺三藏曇無讖譯
T04n0192_p0001a07D##[05]生品第一
T04n0192_p0001a08S##　甘蔗之苗裔，　　釋迦無勝王，
T04n0212_p0613c16_##人所害，斯由前身興心[20]殤害彼造福人，身壞
T04n0212_p0613c17_##命終入地獄中，於中畢罪生畜生中，雖得為
T04n0212_p0613c18_##人未別白黑，便於孩抱夭其命也。
T04n0212_p0613c19S##　諸老少壯，　　及中間人，　　漸漸以次，
T04n0212_p0613c20s##　如[＊][卄/果]待熟。
T04n0212_p0613c21P##昔日尊者馬聲說偈曰：
T04n0212_p0613c22S##「或有在胎喪，　　已生在外[歹*冬]，
T04n0212_p0613c23S##　盛壯不免死，　　老耄甘心受。
T04n0212_p0613c24S##　猶樹生狂花，　　結實時希有，
T04n0212_p0613c25s##　[21]志故必欲捨，　　伺命召不忍。」
T04n0212_p0613c26P##猶彼[卄/果]樹隨時繁茂，狂華生長遇風凋落結實
T04n0212_p0613c27_##者[甚*少]，或[22]已結實遇雹墮落，或有未花而凋落
T04n0212_p0613c28_##者，或有已華而凋落者，其中成實待熟落者，
T04n0212_p0613c29_##少少[＊]耳。此眾生類亦復如是，於百千生其
T04n0212_p0614a01_##中身，若一若二處胎出胎少壯老疾，悉歸斯
T04n0212_p0614a02_##道無免此患，於百千生老壽命終若一若二，
T04n0212_p0614a03_##少壯死者不可稱計，是故說曰，諸老少壯及
T04n0212_p0614a04_##中間人，漸漸以次如[＊][卄/果]待熟。
T04n0212_p0614a05S##　命如[＊][卄/果]待熟，　　常恐會零落，
T04n0212_p0614a06s##　已生皆有苦，　　孰能致不死？
T04n0212_p0614a07P##昔惡生明王嚴駕翼從詣後園遊觀，眾[＊][卄/果]樹
T04n0212_p0614a08_##木行列相當，彼國常禮，[＊][卄/果]熟乃食終不噉生。
T04n0212_p0614a09_##時王有教[束*力]守園者，若有[＊][卄/果]蓏[01]墮落地者
T04n0212_p0614a10_##不應獻上，有犯此制當梟其首。時守園人內
T04n0212_p0614a11_##自思惟：「此惡生明王暴虐無道，殺害生類無
T04n0212_p0614a12_##慈愍心，若當我今犯制者，死在旦夕不免其
T04n0212_p0614a13_##困。然今此園樹[＊][卄/果]眾多，在樹既少墮落者
T04n0212_p0614a14_##眾，設責我[＊][卄/果]更無於出。且自逃走求出家
T04n0212_p0614a15_##[02]學。」即踰牆出至世尊所，五體投地願為沙門。
T04n0212_p0614a16_##佛即然可，得在道次，靜寂無為，不興巧便坐
T04n0212_p0614a17_##禪誦經，亦復不習戒律阿毘曇，謂為行道齊
T04n0212_p0614a18_##是而已，亦復不惟空閑曠野經行諷誦十二
T04n0212_p0614a19_##難得懃勞之要，自憑三事不慮後緣，內自喜
T04n0212_p0614a20_##慶：「我今已脫形急之患，今且自安焉知餘者。」
T04n0212_p0614a21_##爾時世尊觀其人心，欲使免苦濟眾[戶@乙]難，欲
T04n0212_p0614a22_##使安處善法妙堂，欲拔根本離生死[＊]原，將入
T04n0212_p0614a23_##解脫無退轉道。爾時在眾便說此出曜偈曰：
T04n0212_p0614a24S##「命如[＊][卄/果]待熟，　　常恐會零落，
T04n0212_p0614a25s##　已生皆有苦，　　孰能致不死？」
T04n0212_p0614a26P##爾時比丘聞佛所說，內自怨責，懷慚愧心，在閑
T04n0212_p0614a27_##靜處思惟惡露止觀之道，即於彼處成阿羅漢。
T04n0212_p0614a28S##　譬如陶家，　　埏埴作器，　　一切要壞，
T04n0212_p0614a29s##　人命亦然。
T04n0212_p0614b01P##昔佛在舍衛國祇樹給孤獨園。爾時有一陶
T04n0212_p0614b02_##師造作瓦器，觸物不[去*ㄗ]隨其形狀亦無疑難。
T04n0212_p0614b03_##時拘薩羅國波斯匿王，[束*力][03]諸瓦師使造器皿，
T04n0212_p0614b04_##彼人事猥竟不成辦。時波斯匿王內懷恚怒，
T04n0212_p0614b05_##[束*力]語傍臣：「至瓦師家毀壞其器。」時彼瓦師懼
T04n0212_p0614b06_##失命根，竊自逃走至迦尸國界，復於彼土造
T04n0212_p0614b07_##作瓦器。波斯匿王聞彼造器，復遣臣佐至彼
T04n0212_p0614b08_##國界，悉使壞破所造瓦器。時彼瓦師復自逃
T04n0212_p0614b09_##走至拘薩羅國，復於彼土造立瓦器。波斯匿
T04n0212_p0614b10_##王聞彼造器，復遣臣佐使壞其器。時彼瓦師
T04n0212_p0614b11_##財產竭盡無復生理，食不充口衣不蓋形，恒
T04n0212_p0614b12_##懼波斯匿王當取殺之，便復逃走入深山中，
T04n0212_p0614b13_##往至世尊所求為道人。時佛默然聽在道次。
T04n0212_p0614b14_##然彼人內不思惟，謂為永離困厄之難，不復
T04n0212_p0614b15_##懼彼為王所害，在閑靜處不思道德，亦不習
T04n0212_p0614b16_##契經戒律阿毘曇，亦復不分別義理，諸度世
T04n0212_p0614b17_##道亦復不習，坐禪誦經佐助眾事，永離三事
T04n0212_p0614b18_##不懃[04]採習，謂為行道齊是而已，不增翹勇
T04n0212_p0614b19_##進求上人法，然未得證不懃求證，然未得果
T04n0212_p0614b20_##不懃求果。如來世尊以三達智觀察其心，以
T04n0212_p0614b21_##漸化彼無疑網意，便告彼人以免瓦器之功，
T04n0212_p0614b22_##更不懼喪身之惱，唯有五盛陰為瓦之形，此
T04n0212_p0614b23_##為大畏無免其患。瓦器雖壞，不懼當墮地獄
T04n0212_p0614b24_##餓鬼畜生之道，五盛陰為形瓦器，先不造諸
T04n0212_p0614b25_##功德福業修諸善本，無所恃怙亦無歸趣，恒
T04n0212_p0614b26_##畏地獄餓鬼畜生。爾時世尊觀察此義尋究
T04n0212_p0614b27_##本末觀了此義已，欲使諸比丘永離嫌疑，使
T04n0212_p0614b28_##將來眾生[者*見]其大明正法久存，爾時在眾便
T04n0212_p0614b29_##說此偈：
T04n0212_p0614c01S##「猶如陶家，　　埏埴作器，　　一切要壞，
T04n0212_p0614c02s##　人命亦然。」
T04n0212_p0614c03P##諸有生熟之器要當歸壞，漸成糞聚無可貪
T04n0212_p0614c04_##者，諸有生類受五盛陰為坏之器，及剎利、婆
T04n0212_p0614c05_##羅門、栴陀羅種受形分者，短壽長壽、饒財貧
T04n0212_p0614c06_##匱、端正醜陋、豪族卑賤、有顏無顏、智慧愚闇，盡
T04n0212_p0614c07_##歸於死，無常變易皆當捐棄在曠[土*(蒙-卄)]間。時彼
T04n0212_p0614c08_##比丘聞如來所說教訓之道，知無常之要，達
T04n0212_p0614c09_##罪福之源，解興衰之變，遵滅[05]度之行，即於佛
T04n0212_p0614c10_##前[06]得阿羅漢道。
T04n0212_p0614c11S##　猶如張綜，　　以杼投織，　　漸盡其縷，
T04n0212_p0614c12s##　人命如是。
T04n0212_p0614c13P##昔日有人善能織[07][罽-厂]，兼有一息意常惰嬾，數
T04n0212_p0614c14_##勸語公：「作應舒遲何必速疾？此功適訖後更
T04n0212_p0614c15_##無作。」父告其子：「此功雖訖更有餘務。」如是語
T04n0212_p0614c16_##公往來數十，兒神識錯，尋於父前肝裂命終。
T04n0212_p0614c17_##時父見子命根已斷，即捨居業出家學道，雖
T04n0212_p0614c18_##為沙門念子在心不能捨離，亦復不思惟道
T04n0212_p0614c19_##德專定坐禪求增上法，亦復不思惟契經戒
T04n0212_p0614c20_##律阿毘曇，亦復不坐禪誦經佐助眾事，唯心
T04n0212_p0614c21_##存在念彼亡子。爾時世尊以三達智觀察彼
T04n0212_p0614c22_##人心意所向，尋究本末觀了此義已，欲使諸
T04n0212_p0614c23_##比丘永離嫌疑，使將來眾生[者*見]其大明正法
T04n0212_p0614c24_##久存，在於眾中便說出曜之偈：
T04n0212_p0614c25S##「猶如張綜，　　以杼投織，　　漸盡其縷，
T04n0212_p0614c26s##　人命如是。」
T04n0212_p0614c27P##一切萬物皆當歸死，無常變易皆當捐棄在於
T04n0212_p0614c28_##[矌>曠]野[土*(蒙-卄)]間。時彼比丘聞如來所說教訓之道，
T04n0212_p0614c29_##知無常之要，達罪福之[＊]原，解興衰之變，遵滅
T04n0212_p0615a01_##[>度之]行，即於佛前得阿羅漢道。
T04n0212_p0615a02S##　猶如死囚，　　將詣都市，　　動向死道，
T04n0212_p0615a03s##　人命如是。
T04n0212_p0615a04P##昔佛在舍衛國祇樹給孤獨園。時拘薩羅國
T04n0212_p0615a05_##波斯匿王[束*力]典獄者，諸有盜賊罪應入律詣
T04n0212_p0615a06_##市殺之，時有一賊在大眾中逃竊得脫，外假
T04n0212_p0615a07_##法服私為沙門。然彼人內不思惟，謂為永離
T04n0212_p0615a08_##困厄之難，不復懼彼為王所害，在閑靜處不
T04n0212_p0615a09_##思道德，亦不習契經戒律阿毘曇，亦復不分
T04n0212_p0615a10_##別義理諸度世道，亦復不習坐禪誦經佐助
T04n0212_p0615a11_##眾事，永離三事不懃[＊]採習，謂為行道齊是而
T04n0212_p0615a12_##已，不增翹勇進求上人法，然未得證不懃求
T04n0212_p0615a13_##證，然未得果不懃求果。如來世尊以三達智
T04n0212_p0615a14_##觀察其心，以漸化彼無疑網意，便告彼人[＊]以
T04n0212_p0615a15_##免生死賊寇之難故有餘怨，五盛陰身輪轉
T04n0212_p0615a16_##五趣無有解已，為諸結使所見殘害，便當墮
T04n0212_p0615a17_##於餓鬼畜生之道。爾時世尊觀察此義尋究
T04n0212_p0615a18_##本末，欲使諸比丘永離嫌疑，使將來眾生[者*見]
T04n0212_p0615a19_##其大明正法久存，於大眾前便說此偈：
T04n0212_p0615a20S##「猶如死囚，　　將詣都市，　　動向死地，
T04n0212_p0615a21s##　人命[01]亦然。」
T04n0212_p0615a22P##時彼比丘在閑靜處，思惟挍計內自懇責，解
T04n0212_p0615a23_##知萬物皆悉無常，生不久存盡歸於滅，興衰
T04n0212_p0615a24_##之變斯來久矣，非適今也，即於佛前悔責自
T04n0212_p0615a25_##改，成阿羅漢道。
T04n0212_p0615a26S##　如[02]河駛流，　　往而不反，　　人命如是，
T04n0212_p0615a27s##　逝者不還。
T04n0212_p0615a28P##昔[03]有眾人在江水側坐，而觀看瞻水成敗傷
T04n0212_p0615a29_##害人民無復[04]齊限，或有父母妻子男女墮水
T04n0212_p0615b01_##死者亦無有量，其中得解脫者萬中有一。於
T04n0212_p0615b02_##深水得解脫者，往至佛所求為沙門。佛便然
T04n0212_p0615b03_##可，聽在道末。內不思惟，謂為永離困厄之難，
T04n0212_p0615b04_##不復懼彼為水所溺，在閑靜處不思道德，亦
T04n0212_p0615b05_##不習契經戒律阿毘曇，亦復不分別義理諸
T04n0212_p0615b06_##度世要，亦復不習坐禪誦經佐助眾事，永離
T04n0212_p0615b07_##三事不懃[05]採習，謂為行道齊是而已，不增
T04n0212_p0615b08_##翹勇進求上人法，然未得證不懃求證，然未
T04n0212_p0615b09_##得果不懃求果。如來世尊以三達智觀察其
T04n0212_p0615b10_##心，以漸化彼無疑網意，便告彼人[＊]以免[06]生
T04n0212_p0615b11_##死賊寇之難，故有餘怨五盛陰身，[07]輪轉五趣
T04n0212_p0615b12_##無有[08]解已，為諸結使所見殘害，便當墮於餓
T04n0212_p0615b13_##鬼畜生之道。爾時世尊觀察此義尋究本末，
T04n0212_p0615b14_##欲使諸比丘永離嫌疑，使將來眾生[者*見]其大
T04n0212_p0615b15_##明正法久存，於大眾前便說此偈：
T04n0212_p0615b16j##◎[09]出曜經卷第一
T04n0212_p0615b17_##<mj>
T04n0212_p0615b18_##
T04n0212_p0615b19J##出曜經卷第二
T04n0212_p0615b20_##
T04n0212_p0615b21Y##姚秦涼州沙門竺佛念譯
T04n0212_p0615b22D##◎[10]無常品之二
T04n0212_p0615b23S##「如河駛流，　　往而不[11]返，　　人命如是，
T04n0212_p0615b24s##　逝者不還。」
T04n0212_p0615b25P##是時，彼比丘聞此語已，內自慚愧，解知一切
T04n0212_p0615b26_##萬物皆當歸死，無常變易不可久居，恩愛別
T04n0212_p0615b27_##離怨憎會苦，思惟無我無人無命，心意專正
T04n0212_p0615b28_##趣泥洹門，江水所漂蓋不足言，死河所溺永
T04n0212_p0615b29_##劫不解，當求方便去離駛流。爾時比丘聞佛
T04n0212_p0615c01_##切教，心開意解[12]淡然無想，即於佛前離生
T04n0212_p0615c02_##死難成阿羅漢，三自稱善，快哉福報所願者
T04n0212_p0615c03_##得。爾時坐上無數眾生，聞此比丘成道果證，
T04n0212_p0615c04_##皆發無欲清淨之行，皆得須陀洹果。
T04n0212_p0615c05S##　所造功勞，　　永世乃獲，　　如杖擊水，
T04n0212_p0615c06s##　離則還合。
T04n0212_p0615c07P##昔佛在毘[13]耶離城甘梨園中。爾時眾多比丘
T04n0212_p0615c08_##觀見土界，國豐民盛所居平正，穀食豐賤縱
T04n0212_p0615c09_##情恣意，不隨法禁上下相慢各謂真正。爾時
T04n0212_p0615c10_##世尊愍彼愚惑，以種種方便導引法味，即集
T04n0212_p0615c11_##大眾告諸比丘：「夫為智者以譬喻自解，猶如
T04n0212_p0615c12_##地界水滿其中，東西南北地無空缺處，有一
T04n0212_p0615c13_##瞎[敝/黽]無數千劫不可稱計生長於水，有一薄
T04n0212_p0615c14_##板縱廣一肘唯有一孔，為風所吹，然彼瞎[敝/黽]
T04n0212_p0615c15_##經歷百歲一舉東看，風吹板在南方，云何比
T04n0212_p0615c16_##丘！彼瞎[敝/黽]者為值孔不？」對曰：「不也。世尊！」「復經
T04n0212_p0615c17_##百歲復得南看，風吹板復在西方。云何比丘！
T04n0212_p0615c18_##彼瞎[敝/黽]者為值孔不？」對曰：「不也。世尊！」「如是四
T04n0212_p0615c19_##方隅角亦復如是，云何比丘！彼瞎[敝/黽]者會當
T04n0212_p0615c20_##值孔不乎？」對曰：「不也。世尊！」時諸比丘白世尊
T04n0212_p0615c21_##曰：「此瞎[敝/黽]身會當與孔相值不[14]耶？」世尊告
T04n0212_p0615c22_##曰：「此事極難，時乃有相值期[15]耳。受畜生身復
T04n0212_p0615c23_##難，於此畜生求人復甚難。於此如是，比丘！人
T04n0212_p0615c24_##身難得，雖得為人值命促短，不類古人壽命
T04n0212_p0615c25_##無量。毘婆尸世尊出現於世，如來、至真、等正
T04n0212_p0615c26_##覺，自佛去世人壽七萬歲，復有佛[16]出，名曰式
T04n0212_p0615c27_##棄如來、至真、等正覺、明行成為、善逝、世間解、無
T04n0212_p0615c28_##上士、道法御、天人師，號佛、世尊。彼佛去世後
T04n0212_p0615c29_##人壽六萬歲，爾時有佛，名曰毘[17]舍浮如來、至
T04n0212_p0616a01_##真、等正覺、明行成為、善逝、世間解、無上士、道法
T04n0212_p0616a02_##御、天人師，號佛、世尊，出現於世。彼佛去世後
T04n0212_p0616a03_##人壽五萬歲，爾時有佛，名曰迦鳩留如來、至
T04n0212_p0616a04_##真、等正覺，十號句義出現於世。彼佛去世後
T04n0212_p0616a05_##人壽四萬歲，爾時有佛，名曰迦那迦牟尼如
T04n0212_p0616a06_##來、至真、等正覺，十號句義。彼佛去世後人壽
T04n0212_p0616a07_##二萬歲，有佛出世，名曰迦葉如來、至真、等正
T04n0212_p0616a08_##覺，十號句義。彼佛去世後人壽百歲，我今出
T04n0212_p0616a09_##世，名釋迦文如來、至真、等正覺，十號句義。比
T04n0212_p0616a10_##丘當知，極壽百歲出者無幾，壽百歲者時時乃
T04n0212_p0616a11_##有，是故說曰，所造功勞永世乃獲。古人積德，
T04n0212_p0616a12_##壽命無量眾行備具，亦無疾病凶疫惡氣，人
T04n0212_p0616a13_##壽八萬四千歲，時有三疾患：一曰所欲，二曰飢
T04n0212_p0616a14_##渴，三曰衰老。如今，比丘！五濁鼎沸，世人壽極
T04n0212_p0616a15_##短，四百四病纏[01]裹人體。尊者馬聲亦作是說：
T04n0212_p0616a16S##「『諸患集為體，　　為老死所伺，
T04n0212_p0616a17s##　　毒劍熾火逼，　　萬患守營衛。』
T04n0212_p0616a18P##「是故說曰：『所造功勞，永世[了>乃]獲；[以>如]杖擊水，離
T04n0212_p0616a19_##則還合。』如今，比丘！人命危脆不可久保，誰當
T04n0212_p0616a20_##貪慕願受此生？唯有凡夫無知之人願生三
T04n0212_p0616a21_##有。」時諸人民聞佛所說，皆發清淨不退轉行。
T04n0212_p0616a22S##　譬[02]人操杖，　　行牧食牛，　　老死猶然，
T04n0212_p0616a23s##　亦養命蟲。
T04n0212_p0616a24P##昔佛在摩竭國界羅閱城中，佛將阿難著衣
T04n0212_p0616a25_##持[金*本]，道見有人驅牛千頭，就其美草放[火*因]瞻
T04n0212_p0616a26_##候。佛問阿難：「汝見有人驅放群牛不乎？」對曰：
T04n0212_p0616a27_##「唯然見之。」佛語阿難：「此群牛本有千頭，在外
T04n0212_p0616a28_##瞻守掌不牢固，為虎惡獸所見噉食死者過
T04n0212_p0616a29_##半，餘不覺知方相抵觸跳踉喚吼，傷其無智
T04n0212_p0616b01_##何乃甚哉？」佛語阿難：「眾生處世亦復如是，計
T04n0212_p0616b02_##於吾我不知非常，貪著五欲養育其軀，快心
T04n0212_p0616b03_##極意共相殘害。無常宿對卒至無期，[03]曚曚不
T04n0212_p0616b04_##覺，何異於彼群牛者乎？雖好水草長養其膚，
T04n0212_p0616b05_##但促其命無益於己。」佛還精舍，以此因緣誡
T04n0212_p0616b06_##勵眾會四輩弟子，中有二百餘人聞法意悟，
T04n0212_p0616b07_##得六神通成阿羅漢。佛告比丘：「或有眾生應
T04n0212_p0616b08_##聞切教而得度者，或有眾生應聞妙智思惟
T04n0212_p0616b09_##分別而得度者，或有譬喻而得度者，或有愚
